region,category,parameter,mode,powertrain,year,unit,value,percentage
Europe,Projection-APS,EV stock share,Vans,EV,2020,percent,180.000.007.152.557,"18000000715255700,00%"
Europe,Projection-APS,EV sales share,Cars,EV,2020,percent,26,"2600,00%"
Europe,Projection-APS,EV sales share,Trucks,EV,2020,percent,20,"2000,00%"
Europe,Projection-APS,EV stock share,Trucks,EV,2020,percent,43,"4300,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2020,charging points,290000,"29000000,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2020,charging points,0.25,0.25
Europe,Historical,EV stock share,Cars,EV,2020,percent,129.999.995.231.628,"12999999523162800,00%"
Europe,Historical,EV sales share,Trucks,EV,2020,percent,230.000.004.172.325,"23000000417232500,00%"
Europe,Historical,EV stock share,Trucks,EV,2020,percent,939.999.997.615.814,"93999999761581400,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,360.000.014.305.115,"36000001430511500,00%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,34,"3400,00%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,11,"1100,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,20,"2000,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",81000,"8100000,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",27,"2700,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",400,"40000,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",180,"18000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,26,"2600,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,59000,"5900000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,14000,"1400000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,1900,"190000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",340,"34000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",5600,"560000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",6.200.000.178.069,"620000017806900,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",14.000.000.432.134,"1400000043213400,00%"
Europe,Projection-APS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,89000,"8900000,00%"
Europe,Projection-APS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,750,"75000,00%"
Europe,Projection-APS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,270,"27000,00%"
Europe,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,250000,"25000000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",85000,"8500000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Trucks,EV,2020,"Oil displacement, million lge",939.999.997.615.814,"93999999761581400,00%"
Europe,Projection-APS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",1800,"180000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",260,"26000,00%"
Europe,Projection-APS,Electricity demand,Buses,EV,2020,GWh,2,"200,00%"
Europe,Projection-APS,Electricity demand,Trucks,EV,2020,GWh,2,"200,00%"
Europe,Projection-APS,Electricity demand,Vans,EV,2020,GWh,52,"5200,00%"
Europe,Projection-APS,Electricity demand,Cars,EV,2020,GWh,460.000.010.207,"46000001020700,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,"5,30E+08","52999999752,50%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,2.799.999.900.162,"279999990016200,00%"
Europe,Projection-APS,EV stock,Vans,FCEV,2020,Vehicles,9.999.999.776.483,"999999977648300,00%"
Europe,Projection-APS,EV stock,Vans,PHEV,2020,Vehicles,27,"2700,00%"
Europe,Projection-APS,EV sales,Cars,BEV,2020,Vehicles,309.999.990.463.257,"30999999046325700,00%"
Europe,Projection-APS,EV stock,Cars,BEV,2020,Vehicles,160,"16000,00%"
Europe,Projection-APS,EV sales,Cars,FCEV,2020,Vehicles,590,"59000,00%"
Europe,Projection-APS,EV stock,Trucks,PHEV,2020,Vehicles,9.399.999.864.399,"939999986439900,00%"
Europe,Projection-APS,EV stock,Cars,FCEV,2020,Vehicles,9.899.999.946.356,"989999994635600,00%"
Europe,Projection-APS,EV sales,Cars,PHEV,2020,Vehicles,310.000.002.384.186,"31000000238418600,00%"
Europe,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,110000,"11000000,00%"
Europe,Projection-APS,EV sales,Trucks,BEV,2020,Vehicles,9300,"930000,00%"
Europe,Projection-APS,EV stock,Trucks,BEV,2020,Vehicles,170.000.004.768.372,"17000000476837200,00%"
Europe,Projection-APS,EV sales,Trucks,FCEV,2020,Vehicles,569.999.992.847.443,"56999999284744300,00%"
Europe,Projection-APS,EV stock,Trucks,FCEV,2020,Vehicles,200.000.002.980.232,"20000000298023200,00%"
Europe,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,740.000.009.536.743,"74000000953674300,00%"
Europe,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,209.999.993.443.489,"20999999344348900,00%"
Europe,Projection-APS,EV stock,Buses,BEV,2020,Vehicles,640,"64000,00%"
Europe,Projection-APS,EV sales,Buses,FCEV,2020,Vehicles,2,"200,00%"
Europe,Projection-APS,EV stock,Buses,FCEV,2020,Vehicles,52,"5200,00%"
Europe,Projection-APS,EV sales,Buses,PHEV,2020,Vehicles,2,"200,00%"
Europe,Projection-APS,EV stock,Buses,PHEV,2020,Vehicles,240,"24000,00%"
Europe,Projection-APS,EV sales,Vans,BEV,2020,Vehicles,13,"1300,00%"
Europe,Projection-APS,EV stock,Vans,BEV,2020,Vehicles,300,"30000,00%"
Europe,Projection-APS,EV sales,Vans,PHEV,2020,Vehicles,1500,"150000,00%"
Europe,Projection-APS,EV sales,Vans,PHEV,2021,Vehicles,49,"4900,00%"
Europe,Projection-APS,EV stock,Vans,BEV,2021,Vehicles,450000,"45000000,00%"
Europe,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,160000,"16000000,00%"
Europe,Projection-APS,EV stock,Buses,PHEV,2021,Vehicles,890,"89000,00%"
Europe,Projection-APS,EV sales,Buses,PHEV,2021,Vehicles,340,"34000,00%"
Europe,Projection-APS,EV stock,Buses,FCEV,2021,Vehicles,430000,"43000000,00%"
Europe,Projection-APS,EV sales,Buses,FCEV,2021,Vehicles,140000,"14000000,00%"
Europe,Projection-APS,EV stock,Buses,BEV,2021,Vehicles,2000,"200000,00%"
Europe,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,120,"12000,00%"
Europe,Projection-APS,EV sales,Trucks,PHEV,2021,Vehicles,190,"19000,00%"
Europe,Projection-APS,EV stock,Trucks,FCEV,2021,Vehicles,69000,"6900000,00%"
Europe,Projection-APS,EV sales,Trucks,FCEV,2021,Vehicles,26,"2600,00%"
Europe,Projection-APS,EV stock,Trucks,BEV,2021,Vehicles,52,"5200,00%"
Europe,Projection-APS,EV sales,Trucks,BEV,2021,Vehicles,30,"3000,00%"
Europe,Projection-APS,EV stock,Cars,PHEV,2021,Vehicles,590,"59000,00%"
Europe,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,16000,"1600000,00%"
Europe,Projection-APS,EV stock,Cars,FCEV,2021,Vehicles,16,"1600,00%"
Europe,Projection-APS,EV stock,Trucks,PHEV,2021,Vehicles,2700,"270000,00%"
Europe,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,480,"48000,00%"
Europe,Projection-APS,EV stock,Cars,BEV,2021,Vehicles,409.999.996.423.721,"40999999642372100,00%"
Europe,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,319.999.992.847.443,"31999999284744300,00%"
Europe,Projection-APS,EV stock,Vans,PHEV,2021,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Europe,Projection-APS,EV stock,Vans,FCEV,2021,Vehicles,259.999.990.463.257,"25999999046325700,00%"
Europe,Projection-APS,EV sales,Vans,FCEV,2021,Vehicles,6.700.000.166.893,"670000016689300,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,50.000.000.745.058,"5000000074505800,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,389.999.985.694.885,"38999998569488500,00%"
Europe,Projection-APS,Electricity demand,Buses,EV,2021,GWh,710,"71000,00%"
Europe,Projection-APS,Electricity demand,Trucks,EV,2021,GWh,22,"2200,00%"
Europe,Projection-APS,Electricity demand,Vans,EV,2021,GWh,49,"4900,00%"
Europe,Projection-APS,Electricity demand,Cars,EV,2021,GWh,210,"21000,00%"
Europe,Projection-APS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,22,"2200,00%"
Europe,Projection-APS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,2,"200,00%"
Europe,Projection-APS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,5700,"570000,00%"
Europe,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,2,"200,00%"
Europe,Projection-APS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",2600,"260000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",500,"50000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",1400,"140000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",140,"14000,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,32.000.001.519.919,"3200000151991900,00%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,13.000.000.268.221,"1300000026822100,00%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,46.000.000.834.465,"4600000083446500,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,170.000.004.768.372,"17000000476837200,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",180,"18000,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",300,"30000,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",1,"100,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",6000,"600000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,33000,"3300000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,25,"2500,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,560.000.002.384.186,"56000000238418600,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,189.999.997.615.814,"18999999761581400,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",300.000.011.920.929,"30000001192092900,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",270.000.010.728.836,"27000001072883600,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",93000,"9300000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",26000,"2600000,00%"
Europe,Historical,EV stock share,Trucks,EV,2021,percent,46,"4600,00%"
Europe,Historical,EV sales share,Trucks,EV,2021,percent,92,"9200,00%"
Europe,Historical,EV stock share,Cars,EV,2021,percent,1600,"160000,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2021,charging points,67,"6700,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2021,charging points,10,"1000,00%"
Europe,Projection-APS,EV stock share,Trucks,EV,2021,percent,16,"1600,00%"
Europe,Projection-APS,EV sales share,Trucks,EV,2021,percent,54000,"5400000,00%"
Europe,Projection-APS,EV sales share,Cars,EV,2021,percent,12000,"1200000,00%"
Europe,Projection-APS,EV stock share,Vans,EV,2021,percent,17,"1700,00%"
Europe,Projection-APS,EV sales share,Vans,EV,2021,percent,1000,"100000,00%"
Europe,Projection-APS,EV stock share,Buses,EV,2021,percent,20000,"2000000,00%"
Europe,Projection-APS,EV stock share,Cars,EV,2021,percent,50000,"5000000,00%"
Europe,Projection-APS,EV sales share,Buses,EV,2021,percent,219.999.998.807.907,"21999999880790700,00%"
Europe,Historical,EV sales share,Cars,EV,2021,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Historical,EV sales share,Buses,EV,2021,percent,439.999.997.615.814,"43999999761581400,00%"
Europe,Historical,EV stock share,Vans,EV,2021,percent,170.000.004.768.372,"17000000476837200,00%"
Europe,Historical,EV sales share,Vans,EV,2021,percent,54000,"5400000,00%"
Europe,Historical,EV stock share,Buses,EV,2021,percent,82,"8200,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available fast,2021,charging points,25000,"2500000,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available slow,2021,charging points,330.000.013.113.022,"33000001311302200,00%"
Europe,Projection-STEPS,EV sales share,Trucks,EV,2021,percent,430.000.007.152.557,"43000000715255700,00%"
Europe,Projection-STEPS,EV stock share,Trucks,EV,2021,percent,260,"26000,00%"
Europe,Projection-STEPS,EV stock share,Cars,EV,2021,percent,29000,"2900000,00%"
Europe,Projection-STEPS,EV sales share,Cars,EV,2021,percent,140,"14000,00%"
Europe,Projection-STEPS,EV stock share,Vans,EV,2021,percent,29,"2900,00%"
Europe,Projection-STEPS,EV sales share,Vans,EV,2021,percent,1400,"140000,00%"
Europe,Projection-STEPS,EV sales share,Buses,EV,2021,percent,9400,"940000,00%"
Europe,Projection-STEPS,EV stock share,Buses,EV,2021,percent,8,"800,00%"
Europe,Projection-STEPS,EV sales,Trucks,PHEV,2021,Vehicles,11000,"1100000,00%"
Europe,Projection-STEPS,EV stock,Trucks,PHEV,2021,Vehicles,120,"12000,00%"
Europe,Projection-STEPS,EV stock,Trucks,FCEV,2021,Vehicles,4500,"450000,00%"
Europe,Projection-STEPS,EV sales,Trucks,FCEV,2021,Vehicles,4,"400,00%"
Europe,Projection-STEPS,EV stock,Trucks,BEV,2021,Vehicles,2,"200,00%"
Europe,Projection-STEPS,EV sales,Trucks,BEV,2021,Vehicles,22,"2200,00%"
Europe,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,9.600.000.455.976,"960000045597600,00%"
Europe,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,220,"22000,00%"
Europe,Projection-STEPS,EV stock,Cars,FCEV,2021,Vehicles,219.999.998.807.907,"21999999880790700,00%"
Europe,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,50,"5000,00%"
Europe,Projection-STEPS,EV stock,Buses,PHEV,2021,Vehicles,190,"19000,00%"
Europe,Projection-STEPS,EV sales,Buses,PHEV,2021,Vehicles,140,"14000,00%"
Europe,Projection-STEPS,EV stock,Buses,FCEV,2021,Vehicles,1,"100,00%"
Europe,Projection-STEPS,EV sales,Buses,FCEV,2021,Vehicles,440,"44000,00%"
Europe,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,750,"75000,00%"
Europe,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,36,"3600,00%"
Europe,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,32,"3200,00%"
Europe,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,840,"84000,00%"
Europe,Projection-STEPS,EV stock,Vans,PHEV,2021,Vehicles,14,"1400,00%"
Europe,Projection-STEPS,EV sales,Vans,PHEV,2021,Vehicles,170.000.004.768.372,"17000000476837200,00%"
Europe,Projection-STEPS,EV stock,Vans,BEV,2021,Vehicles,2200,"220000,00%"
Europe,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,2200,"220000,00%"
Europe,Projection-STEPS,EV stock,Vans,FCEV,2021,Vehicles,2,"200,00%"
Europe,Projection-STEPS,EV sales,Vans,FCEV,2021,Vehicles,1700,"170000,00%"
Europe,Historical,EV stock,Trucks,BEV,2021,Vehicles,25,"2500,00%"
Europe,Historical,EV stock,Trucks,FCEV,2021,Vehicles,220,"22000,00%"
Europe,Historical,EV stock,Trucks,PHEV,2021,Vehicles,"2,60E+09","259999997069,83%"
Europe,Historical,EV sales,Trucks,PHEV,2021,Vehicles,"7,10E+09","710000022081,66%"
Europe,Historical,EV sales,Trucks,FCEV,2021,Vehicles,"1,00E+10","999999974737,88%"
Europe,Historical,Electricity demand,Buses,EV,2021,GWh,1.5,"4541300,00%"
Europe,Historical,Electricity demand,Trucks,EV,2021,GWh,409.999.990.463.257,"40999999046325700,00%"
Europe,Historical,Electricity demand,Vans,EV,2021,GWh,580.000.019.073.486,"58000001907348600,00%"
Europe,Historical,Electricity demand,Cars,EV,2021,GWh,1400,"140000,00%"
Europe,Projection-STEPS,Electricity demand,Buses,EV,2021,GWh,1200,"120000,00%"
Europe,Projection-STEPS,Electricity demand,Trucks,EV,2021,GWh,20.999.999.716.878,"2099999971687800,00%"
Europe,Projection-STEPS,Electricity demand,Vans,EV,2021,GWh,30.999.999.493.361,"3099999949336100,00%"
Europe,Projection-STEPS,Electricity demand,Cars,EV,2021,GWh,7000,"700000,00%"
Europe,Historical,EV sales,Trucks,BEV,2021,Vehicles,920,"92000,00%"
Europe,Historical,EV stock,Cars,PHEV,2021,Vehicles,100,"10000,00%"
Europe,Historical,EV sales,Cars,PHEV,2021,Vehicles,20,"2000,00%"
Europe,Historical,EV stock,Cars,FCEV,2021,Vehicles,24.000.000.208.616,"2400000020861600,00%"
Europe,Historical,EV sales,Cars,FCEV,2021,Vehicles,310.000.002.384.186,"31000000238418600,00%"
Europe,Historical,EV stock,Cars,BEV,2021,Vehicles,23.000.000.044.704,"2300000004470400,00%"
Europe,Historical,EV sales,Cars,BEV,2021,Vehicles,5.100.000.184.029,"510000018402900,00%"
Europe,Historical,EV stock,Vans,PHEV,2021,Vehicles,72.000.002.861.023,"7200000286102300,00%"
Europe,Historical,EV sales,Vans,PHEV,2021,Vehicles,620,"62000,00%"
Europe,Historical,EV stock,Vans,FCEV,2021,Vehicles,330,"33000,00%"
Europe,Historical,EV stock,Vans,BEV,2021,Vehicles,45,"4500,00%"
Europe,Historical,EV sales,Vans,FCEV,2021,Vehicles,40,"4000,00%"
Europe,Historical,EV sales,Buses,PHEV,2021,Vehicles,140.000.000.596.046,"14000000059604600,00%"
Europe,Historical,EV stock,Buses,FCEV,2021,Vehicles,949.999.988.079.071,"94999998807907100,00%"
Europe,Historical,EV stock,Buses,PHEV,2021,Vehicles,109.999.999.403.954,"10999999940395400,00%"
Europe,Historical,EV sales,Vans,BEV,2021,Vehicles,519.999.980.926.514,"51999998092651400,00%"
Europe,Historical,EV sales,Buses,FCEV,2021,Vehicles,1700,"170000,00%"
Europe,Historical,EV stock,Buses,BEV,2021,Vehicles,1500,"150000,00%"
Europe,Historical,EV sales,Buses,BEV,2021,Vehicles,1400,"140000,00%"
Europe,Historical,EV sales,Buses,BEV,2022,Vehicles,130,"13000,00%"
Europe,Historical,EV stock,Buses,BEV,2022,Vehicles,100.000.001.490.116,"10000000149011600,00%"
Europe,Historical,EV sales,Buses,FCEV,2022,Vehicles,100.000.001.490.116,"10000000149011600,00%"
Europe,Historical,EV sales,Vans,BEV,2022,Vehicles,390,"39000,00%"
Europe,Historical,EV stock,Buses,PHEV,2022,Vehicles,2400,"240000,00%"
Europe,Historical,EV stock,Buses,FCEV,2022,Vehicles,29,"2900,00%"
Europe,Historical,EV sales,Buses,PHEV,2022,Vehicles,910.000.026.226.044,"91000002622604400,00%"
Europe,Historical,EV stock,Vans,BEV,2022,Vehicles,34.000.001.847.744,"3400000184774400,00%"
Europe,Historical,EV stock,Vans,FCEV,2022,Vehicles,0.25,0.25
Europe,Historical,EV sales,Vans,PHEV,2022,Vehicles,48.000.000.417.233,"4800000041723300,00%"
Europe,Historical,EV stock,Vans,PHEV,2022,Vehicles,7.599.999.755.621,"759999975562100,00%"
Europe,Historical,EV sales,Cars,BEV,2022,Vehicles,280.000.001.192.093,"28000000119209300,00%"
Europe,Historical,EV stock,Cars,BEV,2022,Vehicles,46,"4600,00%"
Europe,Historical,EV sales,Cars,FCEV,2022,Vehicles,7800,"780000,00%"
